Protein,10B_32 Protein Abundance,10NB_47 Protein Abundance,13B_46 Protein Abundance,13NB_33 Protein Abundance,21B_43 Protein Abundance,21NB_30 Protein Abundance,26B_28 Protein Abundance,26NB_45 Protein Abundance,66B_44 Protein Abundance,66NB_29 Protein Abundance,74B_31 Protein Abundance,74NB_48 Protein Abundance
lcl|c231190_g4_i1|m.16028,1.9368E+6,2.7866E+6,1.9734E+6,2.1827E+6,2.0795E+6,2.4405E+6,1.0750E+6,2.0459E+6,2.0066E+6,3.6142E+6,2.0690E+6,3.2272E+6
lcl|c231190_g4_i6|m.16031,1.3076E+6,9.6139E+5,8.3820E+5,8.2031E+5,5.5787E+5,6.5963E+5,7.8485E+5,1.1436E+6,1.3628E+6,1.6176E+6,1.3338E+6,1.2561E+6
lcl|c231252_g2_i1|m.16075,5.0280E+5,6.8904E+5,2.8497E+5,1.1231E+5,1.0155E+5,1.5751E+5,2.4375E+5,8.6523E+5,8.5303E+5,1.1083E+6,4.4222E+5,6.3409E+5
lcl|c231271_g2_i4|m.16089,8.7458E+5,1.0270E+6,7.7280E+5,1.1646E+6,9.2635E+5,9.2062E+5,1.0023E+6,1.7927E+6,1.2488E+6,1.7335E+6,1.3990E+6,1.7652E+6
lcl|c231281_g6_i3|m.16097,1.3452E+7,1.8320E+7,1.4864E+7,2.2783E+7,2.1439E+7,2.1000E+7,9.0416E+6,1.4347E+7,1.2517E+7,2.5557E+7,1.7252E+7,3.0612E+7
lcl|c231310_g2_i3|m.16119,8.3542E+5,2.1919E+6,1.7564E+6,2.0466E+6,2.1482E+6,2.2004E+6,6.4410E+5,1.0711E+6,7.2467E+5,2.7666E+6,1.6563E+6,4.3211E+6
lcl|c231388_g1_i7|m.16192,2.1192E+6,2.3134E+6,1.7339E+6,1.4287E+6,1.0090E+6,9.4412E+5,1.3160E+6,2.1922E+6,1.6154E+6,1.8504E+6,1.5442E+6,1.9403E+6
lcl|c231430_g2_i6|m.16242,8.0889E+5,6.1293E+5,5.9799E+5,5.2642E+5,6.2659E+5,7.9870E+5,4.9303E+5,7.9379E+5,8.2743E+5,9.9351E+5,8.6587E+5,7.8905E+5
lcl|c231460_g1_i4|m.16283,3.0941E+6,5.4032E+6,2.6754E+6,2.9223E+6,2.9660E+6,3.1852E+6,2.5938E+6,5.1190E+6,3.0331E+6,3.0250E+6,4.1152E+6,5.6929E+6
lcl|c231469_g3_i4|m.16290,9.8181E+5,2.2940E+6,1.4300E+6,1.9885E+6,2.6347E+6,2.4947E+6,6.7010E+5,1.4013E+6,1.3430E+6,3.0901E+6,1.6733E+6,3.7651E+6
lcl|c231506_g1_i1|m.16344,1.0954E+6,1.1743E+6,1.1643E+6,1.0856E+6,1.2793E+6,9.9329E+5,1.0616E+6,1.7475E+6,1.1578E+6,1.5648E+6,1.1705E+6,1.5207E+6
lcl|c231559_g1_i1|m.16405,8.8297E+5,1.0419E+6,1.0226E+6,1.5644E+6,1.0076E+6,1.4081E+6,1.1512E+6,2.0032E+6,2.5259E+6,2.8794E+6,1.9022E+6,2.6479E+6
lcl|c231559_g1_i5|m.16408,1.4881E+6,1.8696E+6,1.1662E+6,1.3546E+6,9.5525E+5,1.1740E+6,9.0913E+5,2.1613E+6,1.1978E+6,1.4729E+6,1.6706E+6,2.4355E+6
lcl|c231634_g1_i2|m.16472,1.5939E+6,1.3028E+6,1.3648E+6,1.3490E+6,1.6574E+6,1.6872E+6,1.5469E+6,2.4655E+6,1.7843E+6,2.1837E+6,1.8722E+6,2.0032E+6
lcl|c231698_g2_i1|m.16532,1.2180E+6,1.7263E+6,1.3158E+6,1.5620E+6,1.1319E+6,1.2402E+6,7.5206E+5,2.5253E+6,1.4915E+6,1.8202E+6,1.5132E+6,2.2800E+6
lcl|c231744_g6_i2|m.16589,2.9736E+5,5.8722E+5,3.8747E+5,4.5369E+5,4.2514E+5,5.4089E+5,1.7957E+5,5.9876E+5,2.4396E+5,4.2056E+5,4.3046E+5,6.4424E+5
lcl|c231821_g3_i1|m.16651,1.8099E+6,2.2737E+6,1.3502E+6,1.4187E+6,1.0436E+6,1.4479E+6,9.6671E+5,2.4720E+6,9.4150E+5,1.2681E+6,1.9648E+6,2.6090E+6
lcl|c231891_g1_i1|m.16759,3.0504E+6,4.1107E+6,1.4073E+6,1.5486E+6,4.0920E+6,4.3693E+6,2.5941E+6,4.1445E+6,2.9831E+6,5.0293E+6,3.4878E+6,4.1509E+6
lcl|c231929_g5_i1|m.16788,2.3375E+6,2.4761E+6,1.3417E+6,1.4932E+6,1.8123E+6,2.0218E+6,1.6937E+6,3.8171E+6,2.7468E+6,2.8961E+6,1.9094E+6,2.6947E+6
lcl|c231931_g2_i1|m.16792,1.5938E+6,3.2127E+6,2.4480E+6,3.0463E+6,2.9809E+6,3.1368E+6,1.2322E+6,2.4174E+6,2.0277E+6,5.0563E+6,2.6835E+6,5.0099E+6
lcl|c231956_g3_i1|m.16823,4.3975E+5,1.0037E+6,1.0184E+6,1.4417E+6,1.5513E+6,1.4487E+6,4.0259E+5,3.9847E+5,4.8876E+5,1.6167E+6,1.0183E+6,2.0165E+6
lcl|c231981_g4_i6|m.16864,1.1902E+6,1.5554E+6,1.0942E+6,1.1122E+6,1.2102E+6,1.3234E+6,8.2884E+5,1.8416E+6,1.2189E+6,1.5391E+6,1.7443E+6,2.2281E+6
lcl|c231988_g7_i3|m.16894,8.3199E+5,2.3265E+6,2.1166E+6,2.6453E+6,2.8056E+6,2.6212E+6,1.0567E+6,9.8824E+5,8.1624E+5,2.9571E+6,1.8458E+6,4.1938E+6
lcl|c231997_g2_i3|m.16900,1.5514E+6,4.2528E+6,3.1994E+6,4.1699E+6,5.0738E+6,4.6682E+6,7.1912E+5,1.1961E+6,1.1756E+6,4.5355E+6,3.4799E+6,7.2176E+6
lcl|c232046_g3_i2|m.16949,8.4393E+6,9.3310E+6,5.4330E+6,5.9931E+6,5.3750E+6,6.5839E+6,4.3699E+6,8.0880E+6,9.8352E+6,1.1653E+7,5.3952E+6,6.7230E+6
lcl|c232046_g3_i3|m.16950,5.1492E+6,5.9327E+6,3.5923E+6,3.6767E+6,3.8191E+6,3.7945E+6,2.0147E+6,5.4100E+6,6.0168E+6,6.9055E+6,4.5382E+6,6.1420E+6
lcl|c232105_g3_i1|m.16994,1.3112E+6,1.6668E+6,9.2711E+5,1.3495E+6,9.0077E+5,1.1515E+6,1.0249E+6,2.4102E+6,2.0068E+6,2.2086E+6,1.7036E+6,2.1949E+6
lcl|c232109_g7_i6|m.17002,1.5183E+6,1.5829E+6,1.3337E+6,1.3699E+6,9.9635E+5,1.3339E+6,1.0968E+6,2.3455E+6,1.4319E+6,1.9889E+6,1.7892E+6,2.4369E+6
lcl|c232115_g3_i10|m.17010,1.7055E+6,3.1043E+6,2.2916E+6,1.3214E+6,1.1121E+6,1.8751E+6,1.9858E+6,4.3891E+6,1.4635E+6,2.3402E+6,1.9766E+6,2.2969E+6
lcl|c232137_g2_i1|m.17041,5.4805E+5,4.5134E+5,3.1962E+5,5.1852E+5,2.6868E+5,3.6772E+5,4.1146E+5,6.3553E+5,5.4839E+5,1.4788E+6,7.6880E+5,7.7120E+5
lcl|c232242_g3_i1|m.17174,4.5668E+6,4.6781E+6,4.6806E+6,3.8411E+6,2.5150E+6,3.6212E+6,2.9795E+6,6.2166E+6,3.7914E+6,5.4885E+6,4.4784E+6,5.4793E+6
lcl|c232249_g2_i1|m.17180,2.6899E+6,3.6881E+6,2.8806E+6,3.1826E+6,2.3196E+6,2.8943E+6,1.9676E+6,4.4528E+6,3.4721E+6,4.9031E+6,3.4656E+6,4.5264E+6
lcl|c232294_g5_i11|m.17226,5.9071E+5,6.9148E+5,8.9886E+5,1.2502E+6,3.5683E+5,3.6104E+5,6.4818E+5,1.1119E+6,1.2256E+6,1.4832E+6,8.6570E+5,1.5145E+6
lcl|c232338_g2_i2|m.17255,1.3163E+6,1.7529E+6,1.4177E+6,1.0269E+6,1.3648E+6,1.8824E+6,1.0146E+6,1.8037E+6,1.3889E+6,1.6927E+6,1.8523E+6,2.1018E+6
lcl|c232386_g2_i1|m.17314,1.4220E+5,2.1783E+6,4.3626E+5,8.7380E+5,4.5578E+5,5.3150E+5,2.1014E+6,3.2410E+6,1.4587E+5,7.5696E+5,4.2450E+5,9.2291E+5
lcl|c232401_g7_i2|m.17338,1.4225E+6,1.9062E+6,6.8840E+5,1.2260E+6,9.6253E+5,1.3363E+6,1.0377E+6,2.0811E+6,1.6312E+6,2.1263E+6,1.6068E+6,2.7912E+6
lcl|c232424_g1_i6|m.17358,3.3901E+6,4.1228E+6,2.0372E+6,2.2972E+6,2.0638E+6,2.9092E+6,2.2683E+6,5.6130E+6,2.9253E+6,3.5513E+6,3.9275E+6,4.8993E+6
lcl|c232520_g2_i3|m.17452,6.3009E+5,4.8073E+5,4.2101E+5,7.7601E+5,5.1803E+5,6.8706E+5,5.4853E+5,7.2916E+5,6.5621E+5,8.7070E+5,8.2268E+5,6.4077E+5
lcl|c232540_g2_i1|m.17495,1.2250E+6,7.6682E+5,6.0096E+5,9.2064E+5,9.2804E+5,6.4020E+5,1.0642E+6,1.1502E+6,1.3838E+6,1.2057E+6,1.1697E+6,1.5624E+6
lcl|c232541_g3_i1|m.17498,2.1214E+6,2.3830E+6,1.6327E+6,2.1275E+6,1.4129E+6,1.8326E+6,1.6442E+6,2.8086E+6,1.8821E+6,2.2329E+6,2.5352E+6,3.5140E+6
lcl|c232587_g1_i15|m.17560,7.5120E+5,9.1278E+5,7.5406E+5,6.6770E+5,7.0418E+5,6.7869E+5,4.6566E+5,1.1737E+6,7.4652E+5,1.0415E+6,8.6006E+5,8.5297E+5
lcl|c232597_g5_i12|m.17580,1.0729E+6,1.1361E+6,9.3683E+5,1.2577E+6,9.7383E+5,1.4362E+6,9.0384E+5,1.1101E+6,1.1833E+6,1.5322E+6,1.1414E+6,1.8790E+6
lcl|c232607_g4_i4|m.17601,4.6031E+5,1.2111E+6,1.2438E+6,1.5485E+6,9.8937E+5,1.0023E+6,3.2702E+5,6.0852E+5,5.4205E+5,1.1096E+6,8.6332E+5,1.7923E+6
lcl|c232628_g4_i3|m.17621,1.0028E+6,8.4696E+5,1.2144E+6,1.1005E+6,8.6951E+5,9.3714E+5,8.0680E+5,1.4141E+6,9.6940E+5,2.3335E+6,1.2876E+6,1.0335E+6
lcl|c232653_g3_i1|m.17643,6.6680E+5,9.6361E+5,1.1654E+6,1.1580E+6,7.3367E+5,9.2306E+5,8.7347E+5,1.8751E+6,1.2109E+6,1.2939E+6,1.2376E+6,1.4131E+6
lcl|c232660_g2_i7|m.17650,5.7603E+5,8.5156E+5,6.0247E+5,6.8197E+5,6.1363E+5,6.9568E+5,5.3362E+5,9.1776E+5,6.2754E+5,6.4685E+5,6.4977E+5,5.0413E+5
lcl|c232676_g1_i2|m.17666,5.0926E+6,6.5931E+6,3.8313E+6,3.4078E+6,4.2407E+6,5.2430E+6,4.0637E+6,6.9445E+6,4.9806E+6,6.2860E+6,4.8819E+6,5.3139E+6
lcl|c232684_g7_i2|m.17670,3.2290E+5,4.7344E+5,3.1131E+5,3.9024E+5,4.6231E+5,5.4413E+5,1.5343E+5,3.7633E+5,3.5534E+5,7.6998E+5,3.6347E+5,7.0553E+5
lcl|c232716_g1_i2|m.17708,1.5257E+6,1.6346E+6,1.4398E+6,1.4065E+6,1.3886E+6,1.4647E+6,1.5413E+6,2.2688E+6,2.0836E+6,2.4388E+6,1.9844E+6,2.4795E+6
lcl|c232731_g2_i1|m.17722,1.9837E+5,5.2768E+5,5.3902E+5,6.2001E+5,7.4147E+5,7.7452E+5,1.2704E+5,2.0720E+5,1.1015E+5,6.7288E+5,4.2120E+5,8.0665E+5
lcl|c232736_g7_i11|m.17724,1.0589E+6,1.2737E+6,1.0894E+6,8.6458E+5,8.7224E+5,8.9375E+5,4.3165E+5,1.2921E+6,9.0497E+5,1.4716E+6,8.5635E+5,1.1126E+6
lcl|c232739_g3_i2|m.17726,4.6412E+6,7.4977E+6,7.9452E+6,6.7017E+6,6.8581E+6,7.6009E+6,1.0388E+7,4.7677E+6,1.3614E+7,9.7334E+6,5.1435E+6,1.2649E+7
lcl|c232744_g5_i2|m.17733,5.3401E+5,4.9725E+5,6.3496E+5,4.4986E+5,4.6009E+5,5.3179E+5,4.7693E+5,7.2729E+5,5.6613E+5,7.1882E+5,6.3770E+5,7.6976E+5
lcl|c232769_g4_i2|m.17751,5.5058E+5,1.7987E+7,5.9270E+5,7.1587E+5,6.2702E+5,6.0646E+5,5.8648E+5,8.6253E+5,7.0015E+5,8.0413E+5,6.8418E+5,7.8301E+5
lcl|c232791_g2_i3|m.17780,1.8963E+5,4.9238E+5,3.6698E+5,3.6509E+5,2.4036E+5,2.3322E+5,3.2702E+5,6.6748E+5,5.8321E+5,4.9631E+5,3.6181E+5,5.2043E+5
lcl|c232813_g1_i6|m.17800,3.7145E+6,3.8880E+6,3.2866E+6,2.9267E+6,3.0548E+6,3.0417E+6,3.0491E+6,6.1251E+6,3.1355E+6,3.1488E+6,2.9037E+6,3.9465E+6
lcl|c232813_g3_i2|m.17801,3.0531E+6,3.0702E+6,2.5501E+6,1.8456E+6,2.2611E+6,2.7718E+6,2.1690E+6,3.1791E+6,3.2061E+6,4.1660E+6,3.0006E+6,2.8800E+6
lcl|c232834_g2_i9|m.17824,1.3623E+6,1.4123E+6,1.7162E+6,1.3428E+6,1.4027E+6,1.6857E+6,1.3883E+6,1.9574E+6,2.3103E+6,2.7803E+6,2.0565E+6,2.4473E+6
lcl|c232842_g1_i1|m.17827,8.6073E+5,7.6421E+5,3.3154E+5,5.5079E+5,4.0450E+5,3.9656E+5,4.9949E+5,1.1755E+6,7.9476E+5,7.2672E+5,7.2068E+5,1.1414E+6
lcl|c232843_g1_i4|m.17830,7.9364E+6,1.5060E+7,9.8178E+6,1.1535E+7,1.1725E+7,1.4375E+7,7.5536E+6,1.5748E+7,1.0346E+7,1.7359E+7,1.2570E+7,1.6804E+7
lcl|c232854_g3_i11|m.17840,7.7788E+6,9.9298E+6,7.9881E+6,7.7918E+6,5.5195E+6,6.6535E+6,5.1929E+6,1.2063E+7,7.4128E+6,9.9050E+6,8.3674E+6,9.7916E+6
lcl|c232864_g1_i1|m.17844,8.9236E+5,8.1384E+5,8.3117E+5,9.7286E+5,8.2836E+5,1.0076E+6,1.5286E+6,1.6888E+6,1.5556E+6,1.9372E+6,1.5435E+6,1.9444E+6
lcl|c232899_g1_i2|m.17887,2.3080E+6,2.7896E+6,1.6840E+6,1.9135E+6,1.0734E+6,1.9834E+6,1.1498E+6,3.7828E+6,2.5147E+6,3.1973E+6,2.7551E+6,3.2615E+6
lcl|c232931_g1_i10|m.17922,1.0960E+6,1.8370E+6,1.3139E+6,1.1156E+6,9.4046E+5,1.0936E+6,8.3284E+5,1.9821E+6,1.0195E+6,1.4355E+6,1.2687E+6,1.5835E+6
lcl|c232983_g2_i2|m.17991,5.2987E+5,7.9136E+5,5.7759E+5,4.4372E+5,5.0261E+5,6.3479E+5,3.1085E+5,9.5241E+5,6.6233E+5,8.7972E+5,6.8262E+5,6.2617E+5
lcl|c232986_g1_i4|m.17993,5.3600E+5,1.3019E+6,1.0479E+6,1.4362E+6,1.5245E+6,1.4488E+6,4.0602E+5,5.8882E+5,7.2049E+5,1.6021E+6,9.2982E+5,2.1814E+6
lcl|c233001_g2_i4|m.18006,4.2262E+6,5.6268E+6,2.7680E+6,4.5659E+6,4.3035E+6,5.1944E+6,2.7028E+6,6.3927E+6,3.8803E+6,7.0788E+6,5.2235E+6,9.1933E+6
lcl|c233012_g3_i3|m.18031,3.3422E+6,4.7928E+6,2.2711E+6,3.9215E+6,3.8408E+6,4.4512E+6,1.3748E+6,3.1365E+6,2.8486E+6,8.6290E+6,4.1766E+6,8.3699E+6
lcl|c233024_g1_i6|m.18051,7.0056E+5,7.4960E+5,1.0353E+6,1.0144E+6,6.7460E+5,8.0061E+5,5.5529E+5,1.1785E+6,8.8483E+5,1.2837E+6,1.0871E+6,1.3279E+6
lcl|c233030_g2_i1|m.18057,1.7879E+6,1.4011E+6,1.4521E+6,1.4625E+6,1.3633E+6,1.4047E+6,1.1042E+6,2.0067E+6,2.0861E+6,2.3380E+6,1.8512E+6,1.4548E+6
lcl|c233030_g2_i3|m.18059,1.4805E+6,1.7570E+6,1.0951E+6,1.1946E+6,8.6238E+5,1.1366E+6,9.1022E+5,2.4462E+6,1.2142E+6,1.5748E+6,1.6581E+6,1.6929E+6
lcl|c233033_g3_i4|m.18064,7.2503E+5,9.9678E+5,8.1206E+5,7.7082E+5,6.9458E+5,9.0168E+5,9.2077E+5,2.0299E+6,8.3298E+5,1.0796E+6,8.2210E+5,1.4924E+6
lcl|c233068_g2_i1|m.18098,5.4332E+6,7.2384E+6,4.8835E+6,5.7511E+6,6.7976E+6,9.1824E+6,4.0970E+6,9.1682E+6,1.3566E+7,1.7612E+7,1.1104E+7,1.5619E+7
lcl|c233068_g2_i3|m.18101,3.1511E+6,3.4046E+6,1.2400E+6,2.9024E+6,1.7553E+6,2.8244E+6,1.5029E+6,5.3556E+6,6.5595E+6,8.7290E+6,4.2406E+6,8.5503E+6
lcl|c233068_g3_i2|m.18104,3.4588E+6,3.6222E+6,4.4043E+6,4.4670E+6,3.5374E+6,3.5437E+6,2.1173E+6,4.8526E+6,3.6560E+6,3.0974E+6,5.7398E+6,7.9600E+6
lcl|c233093_g1_i2|m.18137,1.1054E+6,1.0244E+6,8.5904E+5,1.1916E+6,1.0494E+6,1.0930E+6,7.8399E+5,1.1500E+6,9.6386E+5,1.2192E+6,1.3649E+6,1.6183E+6
lcl|c233103_g2_i1|m.18143,5.3011E+5,4.6792E+5,4.8049E+5,4.3540E+5,8.2345E+5,6.7000E+5,6.5653E+5,1.1640E+6,6.8346E+5,9.0912E+5,3.3449E+5,4.5632E+5
lcl|c233142_g2_i1|m.18198,1.3715E+6,1.5373E+6,1.9560E+6,1.1865E+6,1.0314E+6,9.6344E+5,9.7174E+5,1.4827E+6,1.0761E+6,1.5167E+6,1.0884E+6,2.3348E+6
lcl|c233143_g2_i13|m.18204,1.5342E+6,1.5338E+6,1.5259E+6,1.5634E+6,1.0400E+6,1.2751E+6,7.6035E+5,1.2423E+6,1.1274E+6,1.7321E+6,1.6735E+6,1.7837E+6
lcl|c233156_g1_i1|m.18213,3.2534E+5,2.6937E+5,2.6999E+5,4.4795E+5,2.4418E+5,2.4006E+5,3.5852E+5,6.8710E+5,5.8921E+5,6.1760E+5,4.2826E+5,7.5170E+5
lcl|c233212_g2_i5|m.18273,9.7428E+5,1.2482E+6,9.9720E+5,1.0918E+6,7.2857E+5,1.1310E+6,8.6299E+5,2.2753E+6,1.0859E+6,1.2323E+6,1.1952E+6,1.6914E+6
lcl|c233215_g1_i5|m.18281,7.9278E+5,1.1875E+6,1.1270E+6,1.1712E+6,1.2156E+6,1.0732E+6,6.9348E+5,9.5519E+5,7.9336E+5,1.1422E+6,1.0302E+6,1.4373E+6
lcl|c233235_g3_i2|m.18302,8.4057E+5,1.0731E+6,1.1103E+6,1.1729E+6,8.6119E+5,9.0060E+5,9.0672E+5,1.7730E+6,9.0608E+5,9.2554E+5,9.0994E+5,1.2168E+6
lcl|c233287_g2_i1|m.18368,8.9938E+6,8.4943E+6,9.1731E+6,1.3536E+6,1.5148E+6,7.5605E+6,1.1600E+6,1.2524E+7,1.7102E+6,5.7381E+6,1.3486E+7,2.4299E+6
lcl|c233306_g1_i1|m.18389,2.3822E+6,2.6148E+6,1.9265E+6,1.9859E+6,1.6574E+6,1.9673E+6,1.1256E+6,3.2847E+6,2.1247E+6,2.9617E+6,2.7399E+6,3.5108E+6
lcl|c233306_g1_i2|m.18390,3.9096E+6,3.6929E+6,2.9099E+6,3.1505E+6,2.5194E+6,2.7953E+6,2.1674E+6,4.9906E+6,3.4097E+6,4.1317E+6,4.0763E+6,5.3955E+6
lcl|c233339_g2_i12|m.18429,3.1720E+5,4.7280E+5,4.9698E+5,7.6337E+5,9.8956E+5,7.8692E+5,9.9910E+4,3.8746E+5,4.2526E+5,1.3118E+6,6.9813E+5,7.0900E+5
lcl|c233430_g8_i1|m.18545,2.2682E+6,1.8807E+6,1.9612E+6,2.4569E+6,1.1809E+6,1.4920E+6,1.3682E+6,2.2868E+6,2.4828E+6,3.1846E+6,2.4890E+6,3.2868E+6
lcl|c233449_g1_i1|m.18576,1.5660E+6,2.7765E+6,2.9039E+6,2.0568E+6,1.2858E+6,1.5875E+6,8.8388E+5,2.0187E+6,6.5370E+5,4.2181E+6,1.3232E+6,1.8412E+6
lcl|c233474_g3_i1|m.18592,6.7908E+5,2.2887E+6,2.6878E+6,3.0642E+6,2.9421E+6,2.7562E+6,5.7451E+5,6.8883E+5,7.6529E+5,2.7097E+6,1.7079E+6,3.8490E+6
lcl|c233481_g5_i1|m.18601,2.0911E+6,2.0751E+6,1.0366E+6,1.5033E+6,1.4774E+6,1.8232E+6,1.0553E+6,1.9792E+6,1.4661E+6,1.7590E+6,2.4013E+6,3.4421E+6
lcl|c233552_g1_i1|m.18704,4.8886E+6,5.1679E+6,4.0964E+6,5.9969E+6,3.9219E+6,5.0535E+6,2.3806E+6,7.3399E+6,5.5181E+6,6.3723E+6,7.7454E+6,1.1942E+7
lcl|c233603_g4_i1|m.18756,1.4604E+6,2.3931E+6,2.2694E+6,2.1739E+6,2.4657E+6,2.5748E+6,1.6489E+6,3.0144E+6,9.9476E+5,2.3479E+6,1.9945E+6,2.6378E+6
lcl|c233739_g2_i1|m.18929,1.1993E+7,1.1877E+7,6.3950E+6,7.2852E+6,6.8723E+6,9.4676E+6,6.4955E+6,1.8462E+7,1.2862E+7,1.3745E+7,1.6102E+7,2.0317E+7
lcl|c233767_g1_i3|m.18989,2.1351E+7,2.2060E+7,7.4425E+6,1.5812E+7,1.4812E+7,2.0589E+7,1.1080E+7,2.3887E+7,2.0590E+7,3.3933E+7,2.0193E+7,3.1344E+7
lcl|c233774_g10_i1|m.19002,9.4098E+5,1.6059E+6,1.2041E+6,1.0829E+6,2.1743E+6,2.5581E+6,1.2660E+6,3.0675E+6,1.0803E+6,2.0302E+6,1.1820E+6,1.4989E+6
lcl|c233811_g4_i2|m.19026,7.4790E+5,7.7748E+5,6.2058E+5,7.0874E+5,5.1742E+5,6.5123E+5,7.1505E+5,9.5994E+5,8.2788E+5,8.0102E+5,7.8400E+5,9.4984E+5
lcl|c233818_g2_i6|m.19032,7.3689E+5,1.2803E+6,9.5882E+5,1.1424E+6,1.4165E+6,1.4354E+6,3.2874E+5,9.6285E+5,1.0480E+6,2.2967E+6,1.4489E+6,3.1104E+6
lcl|c233840_g3_i1|m.19060,1.0438E+6,2.5033E+6,2.3012E+6,4.9119E+6,5.1406E+6,3.9120E+6,7.5034E+5,5.8996E+5,8.8993E+5,3.8694E+6,2.4933E+6,6.0521E+6
lcl|c233849_g5_i1|m.19072,5.9530E+5,6.3580E+5,4.3030E+5,4.8349E+5,4.4511E+5,3.8122E+5,3.3527E+5,5.4869E+5,8.0630E+5,1.0289E+6,2.6311E+5,3.6191E+5
lcl|c233857_g2_i2|m.19091,2.2441E+7,2.7539E+7,2.1636E+7,2.1433E+7,1.5501E+7,2.0618E+7,2.0911E+7,4.8794E+7,2.7668E+7,3.3985E+7,2.6806E+7,3.6419E+7
lcl|c233857_g2_i5|m.19099,1.1299E+7,1.4678E+7,5.4993E+6,5.6109E+6,1.0146E+7,1.4300E+7,1.3737E+7,2.7787E+7,1.7280E+7,2.7541E+7,7.4734E+6,9.5837E+6
lcl|c233857_g2_i7|m.19100,8.3958E+6,1.1332E+7,9.2895E+6,8.5462E+6,6.1383E+6,8.7036E+6,8.3320E+6,1.8974E+7,1.2229E+7,1.5752E+7,1.3554E+7,1.7455E+7
lcl|c233922_g1_i2|m.19174,3.2169E+5,2.8706E+5,2.6141E+5,2.4231E+5,2.1089E+5,3.9614E+5,3.5825E+5,4.0015E+5,3.9954E+5,4.4936E+5,3.7745E+5,2.3733E+5
lcl|c233948_g1_i1|m.19235,2.6831E+6,2.6044E+6,1.6048E+6,2.5268E+6,2.4065E+6,2.4159E+6,2.1898E+6,3.0547E+6,2.8427E+6,3.2749E+6,2.7216E+6,4.2560E+6
lcl|c233948_g1_i1|m.19236,3.5799E+6,3.5100E+6,1.3238E+6,2.4034E+6,2.2397E+6,3.2845E+6,2.1398E+6,4.2574E+6,2.5856E+6,4.6138E+6,3.1056E+6,3.7673E+6
lcl|c233948_g1_i2|m.19238,7.5927E+6,1.0765E+7,7.5261E+6,7.4540E+6,6.7984E+6,8.3596E+6,4.8948E+6,1.0890E+7,7.3892E+6,8.8128E+6,7.8901E+6,9.4847E+6
lcl|c234004_g4_i3|m.19315,5.6527E+6,6.9281E+6,3.3384E+6,3.4674E+6,2.3492E+6,2.9866E+6,5.5195E+6,1.0500E+7,6.8201E+6,8.1570E+6,3.4134E+6,4.2440E+6
lcl|c234041_g5_i1|m.19364,1.5733E+6,2.2977E+6,2.3230E+6,2.8817E+6,2.7727E+6,3.2101E+6,2.1531E+6,5.5564E+6,4.3352E+6,5.2292E+6,3.9357E+6,5.9016E+6
lcl|c234054_g3_i2|m.19385,1.0713E+7,1.3132E+7,8.4818E+6,8.3857E+6,7.8484E+6,1.0880E+7,6.5014E+6,1.6781E+7,1.1800E+7,1.7766E+7,1.2610E+7,1.6137E+7
lcl|c234075_g1_i1|m.19400,1.1957E+6,2.0733E+6,1.2670E+6,2.1985E+6,1.8628E+6,1.7465E+6,1.8266E+6,1.2602E+6,1.6962E+6,2.5404E+6,1.6862E+6,2.6829E+6
lcl|c234082_g2_i6|m.19416,1.1973E+6,1.7834E+6,1.1530E+6,1.1961E+6,1.1531E+6,1.3537E+6,7.6054E+5,1.2350E+6,1.0483E+6,2.1557E+6,1.7949E+6,2.3942E+6
lcl|c234108_g1_i2|m.19454,1.3933E+6,1.5360E+6,4.9221E+5,9.6088E+5,1.0742E+6,1.6960E+6,7.4858E+5,1.8940E+6,1.2835E+6,2.2307E+6,1.2406E+6,1.8370E+6
lcl|c234140_g5_i2|m.19531,6.9772E+6,8.5251E+6,7.6416E+6,7.1802E+6,7.8645E+6,7.7319E+6,1.7066E+6,9.6305E+6,9.0757E+6,2.4320E+6,7.7363E+6,8.4054E+6
lcl|c234177_g2_i1|m.19581,2.8274E+6,3.2511E+6,2.0447E+6,1.9185E+6,1.4330E+6,1.9133E+6,1.9499E+6,3.7605E+6,1.7844E+6,2.4259E+6,2.8789E+6,3.6113E+6
lcl|c234226_g1_i1|m.19634,1.3022E+6,1.0446E+6,1.4712E+6,1.5850E+6,3.1386E+6,2.1989E+6,1.4342E+6,1.4495E+6,2.2420E+6,2.2546E+6,2.6899E+6,2.2486E+6
lcl|c234277_g5_i1|m.19677,9.3653E+5,9.7618E+5,4.0907E+5,4.7021E+5,2.0019E+6,2.1886E+6,1.5603E+6,2.9514E+6,8.8979E+5,1.2327E+6,5.3663E+5,7.1871E+5
lcl|c234352_g2_i1|m.19757,8.2256E+5,1.1233E+6,9.3113E+5,9.2750E+5,1.3470E+6,1.3114E+6,4.9611E+5,1.3194E+6,7.3368E+5,1.4266E+6,1.0566E+6,1.3846E+6
lcl|c234380_g5_i3|m.19780,5.3692E+6,4.8107E+6,3.7135E+6,5.0846E+6,4.4680E+6,3.7374E+6,5.1670E+6,6.0460E+6,5.9655E+6,7.3929E+6,5.0139E+6,7.0151E+6
lcl|c234421_g4_i11|m.19820,9.0115E+5,1.4877E+6,1.1213E+6,9.3450E+5,9.5421E+5,1.1536E+6,6.0755E+5,2.4291E+6,7.9689E+5,1.0897E+6,1.2658E+6,1.6489E+6
