Protein,10B_23 Protein Abundance,10NB_13 Protein Abundance,13B_07 Protein Abundance,13NB_22 Protein Abundance,21B_17 Protein Abundance,21NB_09 Protein Abundance,26B_21 Protein Abundance,26NB_15 Protein Abundance,66B_14 Protein Abundance,66NB_16 Protein Abundance,74B_08 Protein Abundance,74NB_20 Protein Abundance
lcl|c224995_g6_i2|m.10289,4.6147E+6,2.6145E+6,2.2986E+6,3.3876E+6,2.2597E+6,2.8747E+6,3.5933E+6,4.4728E+6,2.7090E+6,3.1702E+6,3.4420E+6,4.4391E+6
lcl|c225009_g5_i8|m.10303,1.9302E+6,2.5151E+6,2.5127E+6,2.4763E+6,2.5851E+6,3.6030E+6,1.6264E+6,3.2898E+6,2.0739E+6,3.4003E+6,3.4361E+6,3.4359E+6
lcl|c225098_g3_i9|m.10362,1.6960E+6,2.3192E+6,1.5100E+6,2.6340E+6,3.2185E+6,3.3446E+6,9.8513E+5,1.2541E+6,6.8511E+5,2.1473E+6,2.1801E+6,4.8067E+6
lcl|c225115_g3_i1|m.10372,1.4904E+6,3.4614E+6,3.9345E+6,6.0387E+6,8.0354E+6,6.7210E+6,1.2257E+6,1.0878E+6,1.0451E+6,5.4702E+6,4.1591E+6,9.9151E+6
lcl|c225115_g3_i1|m.10373,2.2968E+6,9.7817E+6,8.7264E+6,9.8379E+6,1.2845E+7,1.4087E+7,1.4780E+6,1.7650E+6,2.1471E+6,1.4241E+7,8.0469E+6,1.5372E+7
lcl|c225156_g8_i2|m.10408,7.8836E+5,1.1112E+6,8.9447E+5,8.3153E+5,1.0646E+6,1.6584E+6,7.3705E+5,1.1721E+6,9.6409E+5,1.9732E+6,1.2204E+6,1.5406E+6
lcl|c225236_g1_i1|m.10458,1.4784E+6,1.6114E+6,4.0050E+5,8.5722E+5,6.9604E+5,1.0769E+6,6.9203E+5,1.6514E+6,6.5982E+5,1.3198E+6,1.5978E+6,2.2812E+6
lcl|c225236_g1_i1|m.10459,5.7083E+6,6.9548E+6,4.0047E+6,2.9986E+6,2.9220E+6,5.3149E+6,1.6250E+6,4.9717E+6,4.0628E+6,6.7454E+6,7.3583E+6,5.4012E+6
lcl|c225236_g1_i2|m.10460,2.2655E+6,4.7340E+6,5.4796E+6,5.2320E+6,3.4437E+6,5.3786E+6,2.8629E+6,7.0750E+6,2.3091E+6,6.4069E+6,5.2222E+6,5.6251E+6
lcl|c225281_g3_i2|m.10487,1.8574E+6,1.7503E+6,1.6447E+6,1.7257E+6,1.7524E+6,2.3440E+6,1.4007E+6,2.7618E+6,2.1197E+6,3.5630E+6,1.8602E+6,1.5198E+6
lcl|c225323_g2_i2|m.10522,2.5073E+6,5.1217E+6,2.8314E+6,4.4642E+6,6.6360E+6,8.3684E+6,1.4274E+6,3.0795E+6,3.0878E+6,1.0495E+7,6.3221E+6,9.8881E+6
lcl|c225352_g1_i1|m.10544,2.2999E+7,2.5456E+7,2.1629E+7,1.9926E+7,2.0914E+7,2.9900E+7,2.0326E+7,3.0820E+7,2.1318E+7,3.4762E+7,1.8532E+7,1.6850E+7
lcl|c225423_g3_i2|m.10600,3.3344E+6,3.9269E+6,2.5395E+6,2.5525E+6,2.4401E+6,4.0567E+6,2.1404E+6,4.5806E+6,2.9362E+6,4.9403E+6,4.1920E+6,4.2965E+6
lcl|c225471_g2_i1|m.10652,2.0113E+6,1.9460E+6,1.0401E+6,1.3621E+6,9.0228E+5,1.6521E+6,1.3370E+6,3.2594E+6,1.4765E+6,2.8203E+6,2.4610E+6,3.2165E+6
lcl|c225471_g2_i2|m.10654,1.4799E+7,1.5642E+7,1.2511E+7,1.1113E+7,1.1080E+7,1.5985E+7,1.1571E+7,1.8991E+7,1.1900E+7,1.8243E+7,1.9397E+7,1.8941E+7
lcl|c225478_g2_i2|m.10668,1.4999E+6,1.7684E+6,7.9174E+5,1.3169E+6,1.4273E+6,1.3627E+6,1.1671E+6,2.2004E+6,8.7396E+5,1.7224E+6,1.8082E+6,2.7203E+6
lcl|c225538_g6_i2|m.10715,6.6052E+5,1.3931E+6,1.2524E+6,1.3358E+6,1.7482E+6,2.0255E+6,7.1665E+5,1.1261E+6,8.2351E+5,2.1937E+6,1.0524E+6,1.1566E+6
lcl|c225590_g2_i4|m.10752,5.2654E+6,1.2173E+7,7.0875E+6,1.0135E+7,1.2227E+7,1.5334E+7,2.6016E+6,6.2898E+6,4.4310E+6,1.5384E+7,1.0661E+7,1.6519E+7
lcl|c225593_g2_i3|m.10758,6.1680E+5,7.7029E+5,4.4851E+5,1.1621E+6,2.1679E+6,1.6561E+6,1.8668E+5,2.6656E+5,2.5824E+5,1.2057E+6,5.7331E+5,1.6147E+6
lcl|c225618_g2_i6|m.10783,5.1333E+6,1.0415E+7,7.6726E+6,9.2457E+6,1.2955E+7,1.4347E+7,3.5848E+6,5.4023E+6,2.6044E+6,1.1122E+7,9.3726E+6,1.3105E+7
lcl|c225632_g3_i1|m.10790,3.3917E+6,2.8188E+6,2.0215E+6,2.3575E+6,2.6086E+6,3.1699E+6,2.4913E+6,3.2367E+6,2.7900E+6,4.0760E+6,3.7721E+6,3.4168E+6
lcl|c225668_g5_i2|m.10809,1.7429E+6,1.0959E+6,9.3352E+5,1.4028E+6,1.0399E+6,1.1845E+6,1.2987E+6,1.7371E+6,8.9686E+5,1.5454E+6,1.2955E+6,1.9321E+6
lcl|c225696_g1_i1|m.10828,1.5866E+6,6.0993E+6,6.3977E+6,6.6746E+6,9.3269E+6,1.0575E+7,1.2076E+6,1.2863E+6,1.6155E+6,9.2478E+6,5.2698E+6,9.2786E+6
lcl|c225761_g6_i1|m.10925,2.1799E+6,7.1900E+5,7.8668E+5,1.9213E+6,1.1728E+6,1.5680E+6,1.4137E+6,2.2005E+6,6.9040E+5,1.3909E+6,1.4732E+6,3.1973E+6
lcl|c225789_g4_i1|m.10946,1.7414E+6,2.4115E+6,2.3444E+6,2.3069E+6,2.5421E+6,2.6908E+6,1.4616E+6,1.9269E+6,1.0074E+6,2.3555E+6,1.6917E+6,2.0147E+6
lcl|c225829_g1_i1|m.10978,5.9432E+7,2.4731E+8,1.6818E+8,2.3226E+8,2.3680E+8,2.8930E+8,4.8441E+7,7.0899E+7,6.8438E+7,3.0209E+8,1.7580E+8,3.2603E+8
lcl|c225844_g2_i3|m.10984,3.2482E+6,2.6068E+6,3.7142E+6,2.8721E+6,3.6284E+6,3.5249E+6,1.7986E+6,3.2351E+6,1.6351E+6,2.1483E+6,2.0318E+6,1.7609E+6
lcl|c225859_g2_i1|m.10996,3.0251E+5,2.2429E+5,2.4035E+5,2.6225E+5,2.2183E+5,2.8221E+5,2.1998E+5,2.7662E+5,2.8144E+5,4.5231E+5,2.4861E+5,3.0478E+5
lcl|c225867_g3_i1|m.11000,2.6224E+7,2.3123E+7,1.7466E+7,1.9882E+7,1.8511E+7,2.9013E+7,2.4761E+7,4.9694E+7,1.9174E+7,2.8018E+7,2.3586E+7,2.9685E+7
lcl|c225972_g1_i1|m.11091,3.6470E+7,3.5823E+7,2.7637E+7,3.2178E+7,2.0361E+7,2.5509E+7,2.4694E+7,3.9256E+7,2.8813E+7,4.9954E+7,3.3415E+7,3.3773E+7
lcl|c225983_g2_i10|m.11114,1.8978E+6,1.7427E+6,1.3518E+6,1.8127E+6,1.9326E+6,2.4250E+6,1.7221E+6,2.8538E+6,1.9150E+6,2.9677E+6,3.0339E+6,2.5499E+6
lcl|c226009_g3_i3|m.11129,1.7901E+6,1.3510E+6,1.2587E+6,1.3007E+6,7.6329E+5,1.2046E+6,6.1645E+5,1.5953E+6,8.6973E+5,1.1318E+6,7.9589E+5,6.6881E+5
lcl|c226046_g1_i2|m.11150,6.4762E+6,4.0468E+6,4.0993E+6,4.6314E+6,3.9988E+6,4.6530E+6,4.7629E+6,6.0539E+6,4.0087E+6,6.7703E+6,6.5612E+6,8.5403E+6
lcl|c226079_g3_i1|m.11186,7.6475E+6,1.3888E+7,1.4122E+7,1.3216E+7,1.5877E+7,1.8326E+7,4.5802E+6,7.2242E+6,5.8292E+6,2.0745E+7,1.6136E+7,1.6743E+7
lcl|c226084_g3_i2|m.11194,5.5937E+6,8.1937E+6,6.0259E+6,6.5800E+6,4.1853E+6,7.4263E+6,5.4968E+6,7.5432E+6,4.5794E+6,1.2635E+7,7.9908E+6,1.1318E+7
lcl|c226189_g2_i2|m.11277,8.2163E+5,1.2365E+6,8.7390E+5,7.7415E+5,1.3537E+6,1.6022E+6,9.4572E+5,1.9067E+6,7.5845E+5,1.6561E+6,1.3638E+6,1.0548E+6
lcl|c226211_g2_i1|m.11296,2.5961E+6,3.3487E+6,1.0236E+6,1.5282E+6,2.6489E+6,2.0109E+6,9.1095E+5,3.0064E+6,1.4779E+6,4.0255E+6,6.7236E+6,7.9275E+6
lcl|c226216_g1_i2|m.11298,7.7105E+6,7.6446E+6,6.4067E+6,5.9735E+6,5.6683E+6,8.8525E+6,5.0360E+6,1.1209E+7,4.9412E+6,9.4047E+6,9.5403E+6,8.6117E+6
lcl|c226263_g3_i5|m.11341,1.3212E+5,3.7185E+5,6.3189E+5,6.8900E+5,6.1719E+5,6.2468E+5,1.9998E+5,4.2392E+5,2.2472E+5,9.3178E+5,4.6098E+5,1.0350E+6
lcl|c226287_g1_i1|m.11356,1.0147E+7,1.0285E+7,1.2579E+7,1.0034E+7,9.3567E+6,1.4386E+7,9.3895E+6,1.3365E+7,1.1609E+7,2.0029E+7,1.3830E+7,1.2323E+7
lcl|c226303_g1_i2|m.11380,7.6932E+5,2.2239E+6,1.7507E+6,2.4047E+6,2.5888E+6,2.8821E+6,5.3561E+5,6.7159E+5,7.9877E+5,3.5253E+6,1.6850E+6,3.2121E+6
lcl|c226335_g2_i1|m.11421,1.4621E+6,5.1483E+6,4.5430E+6,6.0001E+6,7.9349E+6,8.1306E+6,8.1072E+5,1.0507E+6,1.0578E+6,6.2774E+6,4.1800E+6,7.2954E+6
lcl|c226344_g7_i1|m.11422,2.8005E+6,5.7689E+6,4.7065E+6,4.9701E+6,7.7255E+6,1.0148E+7,2.1100E+6,3.4864E+6,2.0294E+6,9.1499E+6,6.0897E+6,7.5640E+6
lcl|c226346_g1_i1|m.11426,1.3685E+6,7.1896E+5,1.2303E+6,1.7040E+6,1.8207E+6,1.7132E+6,1.5436E+6,1.1504E+6,1.7832E+6,2.2755E+6,1.7451E+6,1.8240E+6
lcl|c226371_g1_i5|m.11440,1.9256E+5,1.9486E+5,3.8764E+5,5.3241E+5,6.8683E+5,4.5779E+5,1.7337E+5,2.8046E+5,1.7026E+5,4.4756E+5,4.0014E+5,7.7440E+5
lcl|c226414_g3_i1|m.11460,3.6242E+6,4.4289E+6,4.3820E+6,4.6017E+6,3.7508E+6,4.8452E+6,2.9941E+6,5.3547E+6,3.1895E+6,7.8167E+6,4.9893E+6,5.4953E+6
lcl|c226450_g3_i4|m.11486,8.3267E+6,8.5151E+6,6.7172E+6,7.6255E+6,7.6468E+6,1.0330E+7,5.4871E+6,1.0376E+7,7.0259E+6,1.2578E+7,9.9080E+6,9.9576E+6
lcl|c226489_g1_i5|m.11530,1.0384E+5,1.4065E+5,1.0240E+5,3.7185E+5,2.9262E+5,2.8240E+5,5.3695E+4,9.0846E+4,6.9683E+4,2.5726E+5,1.7717E+5,5.5881E+5
lcl|c226593_g2_i1|m.11607,1.6393E+6,1.5640E+6,1.0475E+6,1.7124E+6,1.5006E+6,1.6847E+6,1.1214E+6,2.2399E+6,1.1027E+6,2.0527E+6,1.9283E+6,1.9739E+6
lcl|c226607_g5_i2|m.11621,5.9493E+6,8.3760E+6,4.4422E+6,5.9445E+6,6.6334E+6,9.2937E+6,3.7910E+6,1.0211E+7,6.0939E+6,1.0722E+7,6.9428E+6,1.0863E+7
lcl|c226613_g4_i1|m.11622,1.1819E+6,1.2120E+6,1.1589E+6,1.2380E+6,8.8990E+5,1.2424E+6,6.6081E+5,1.8728E+6,8.2099E+5,2.0440E+6,1.6777E+6,1.4404E+6
lcl|c226646_g2_i4|m.11674,7.5283E+5,4.0586E+5,6.3722E+5,8.9475E+5,3.7483E+5,4.1357E+5,7.5020E+5,1.1588E+6,4.9961E+5,9.8311E+5,5.9669E+5,7.5306E+5
lcl|c226676_g11_i2|m.11702,4.9003E+4,2.6822E+4,8.5730E+4,3.0522E+5,4.6117E+5,5.0110E+5,7.0325E+4,1.0042E+5,1.5387E+5,4.9191E+5,2.2310E+5,4.2414E+5
lcl|c226715_g5_i2|m.11728,7.4746E+5,2.4207E+5,3.5800E+5,6.4005E+5,7.8693E+5,7.6334E+5,6.2491E+5,4.1539E+5,8.4689E+5,9.2597E+5,8.9477E+5,7.2842E+5
lcl|c226723_g5_i2|m.11731,2.2683E+7,1.8506E+7,2.0899E+7,2.3343E+7,2.1015E+7,2.2446E+7,1.8224E+7,2.9733E+7,1.7021E+7,2.8849E+7,2.7175E+7,2.5381E+7
lcl|c226739_g4_i2|m.11743,2.5566E+6,7.5466E+6,6.8003E+6,7.1735E+6,1.0133E+7,1.3007E+7,1.7459E+6,3.0681E+6,1.8421E+6,1.1536E+7,6.1394E+6,9.3053E+6
lcl|c226756_g1_i2|m.11747,5.5016E+6,5.7543E+6,4.2338E+6,4.5214E+6,4.4591E+6,5.5900E+6,3.8430E+6,7.9820E+6,3.6457E+6,6.4764E+6,6.8329E+6,8.4664E+6
lcl|c226769_g3_i1|m.11767,6.7452E+6,4.6000E+6,1.8422E+6,2.5566E+6,2.6401E+6,3.6084E+6,2.2331E+6,3.9296E+6,2.2607E+6,4.1115E+6,2.9175E+6,3.4836E+6
lcl|c226774_g3_i2|m.11777,3.5030E+6,5.2411E+6,4.5178E+6,3.6718E+6,3.5833E+6,6.0252E+6,2.5208E+6,6.2754E+6,3.1289E+6,7.3339E+6,2.9037E+6,5.2028E+6
lcl|c226846_g2_i3|m.11856,6.9510E+5,4.6375E+5,7.5136E+5,7.0065E+5,7.9890E+5,8.8246E+5,5.9870E+5,9.1975E+5,9.5350E+5,1.2320E+6,8.4022E+5,7.3925E+5
lcl|c226875_g2_i1|m.11884,1.3689E+6,3.4614E+6,1.2003E+6,1.4166E+6,1.2778E+6,1.7182E+6,1.3122E+6,2.2298E+6,1.3180E+6,4.4074E+6,3.1628E+6,3.0945E+6
lcl|c226971_g4_i1|m.11974,4.5532E+5,3.7869E+5,2.5006E+5,3.9549E+5,2.4941E+5,3.1991E+5,2.6566E+5,5.3030E+5,2.1067E+5,5.7661E+5,6.5983E+5,7.0137E+5
lcl|c226971_g4_i1|m.11975,3.0881E+6,3.8696E+6,3.4453E+6,4.4367E+6,2.6662E+6,3.5720E+6,1.9778E+6,4.1372E+6,2.1756E+6,3.8040E+6,3.5190E+6,4.4933E+6
lcl|c226990_g1_i2|m.12024,2.4428E+7,3.5697E+7,2.5581E+7,2.2774E+7,2.3345E+7,3.5658E+7,2.5239E+7,3.8069E+7,2.2413E+7,4.4277E+7,3.9421E+7,3.5693E+7
lcl|c227059_g2_i2|m.12096,2.1750E+7,2.3457E+7,1.7699E+7,1.9967E+7,1.3933E+7,2.3942E+7,1.5196E+7,3.8638E+7,1.5892E+7,1.8813E+7,2.9713E+7,2.5470E+7
lcl|c227136_g2_i8|m.12192,2.7446E+6,2.8273E+6,5.0083E+6,5.2418E+6,2.4496E+6,3.9545E+6,2.8808E+6,3.7263E+6,3.4444E+6,6.3103E+6,4.1114E+6,4.0322E+6
lcl|c227188_g1_i1|m.12222,1.2586E+6,1.3311E+6,9.4670E+5,1.7788E+6,2.1580E+6,1.9526E+6,9.8779E+5,9.0891E+5,1.3368E+6,2.0817E+6,1.6378E+6,2.4003E+6
lcl|c227206_g2_i2|m.12244,2.5973E+6,4.1309E+6,3.4162E+6,5.8084E+6,6.1196E+6,5.9297E+6,1.5384E+6,2.3964E+6,2.0744E+6,7.3234E+6,4.2534E+6,7.1291E+6
lcl|c227206_g2_i4|m.12245,3.8621E+6,6.4440E+6,6.1425E+6,7.6867E+6,8.3481E+6,9.0592E+6,2.5984E+6,3.7678E+6,2.7179E+6,8.4953E+6,6.2452E+6,1.1009E+7
lcl|c227290_g1_i5|m.12317,5.2950E+6,3.1533E+6,2.4394E+6,3.5736E+6,1.1083E+6,2.9638E+6,2.4624E+6,4.5940E+6,2.7143E+6,5.4857E+6,3.9778E+6,4.5395E+6
lcl|c227293_g2_i4|m.12320,3.6709E+6,3.7908E+6,3.9617E+6,4.1138E+6,3.6183E+6,5.3392E+6,3.4278E+6,5.3764E+6,5.9951E+6,1.1622E+7,6.1269E+6,5.4492E+6
lcl|c227297_g1_i3|m.12321,6.8309E+6,1.0716E+7,5.3117E+6,7.9827E+6,6.1133E+6,9.0200E+6,5.6082E+6,8.4035E+6,3.1697E+6,7.7877E+6,1.0437E+7,1.1377E+7
lcl|c227332_g2_i2|m.12341,1.6580E+7,2.0276E+7,1.0923E+7,1.4348E+7,1.0800E+7,1.6334E+7,1.2288E+7,2.7613E+7,1.4958E+7,2.7164E+7,1.7116E+7,1.6472E+7
lcl|c227361_g2_i9|m.12363,1.9361E+6,1.8933E+6,1.8138E+6,3.6222E+6,3.7376E+6,3.2048E+6,1.0020E+6,1.0442E+6,6.2348E+5,2.5223E+6,2.5280E+6,7.1950E+6
lcl|c227414_g2_i1|m.12410,1.1571E+6,1.2765E+6,1.6955E+6,1.8646E+6,1.4455E+6,1.6496E+6,1.0045E+6,1.2090E+6,1.1540E+6,1.7965E+6,1.5597E+6,1.8753E+6
lcl|c227467_g2_i2|m.12463,5.9974E+6,6.2726E+6,4.0882E+6,5.0984E+6,4.1727E+6,5.8321E+6,3.6677E+6,7.2091E+6,4.3312E+6,7.3219E+6,5.7732E+6,6.2303E+6
lcl|c227562_g6_i1|m.12582,2.1545E+7,2.2881E+7,2.1904E+7,2.8533E+7,2.1362E+7,2.3658E+7,1.4971E+7,2.9487E+7,1.6448E+7,3.0393E+7,2.7311E+7,3.0206E+7
lcl|c227571_g1_i1|m.12592,2.5151E+6,4.3575E+6,2.5602E+6,3.3294E+6,4.3491E+6,5.6898E+6,1.1609E+6,1.8226E+6,2.7980E+6,4.4610E+6,4.1129E+6,4.6663E+6
lcl|c227657_g3_i1|m.12650,7.7838E+6,8.2815E+6,7.5675E+6,6.2258E+6,6.7302E+6,1.0343E+7,4.4363E+6,1.1541E+7,7.7494E+6,1.3810E+7,1.0923E+7,1.1453E+7
lcl|c227683_g10_i1|m.12674,3.2356E+6,1.7687E+6,2.2011E+6,2.9437E+6,2.9579E+6,2.5209E+6,2.0725E+6,2.7358E+6,2.0074E+6,3.1954E+6,3.0149E+6,3.7774E+6
lcl|c227713_g1_i1|m.12700,2.2968E+6,2.3716E+6,1.8759E+6,2.2752E+6,1.3730E+6,1.7953E+6,1.2076E+6,2.9389E+6,1.9341E+6,3.6068E+6,2.5543E+6,3.1760E+6
lcl|c227721_g2_i2|m.12707,1.4299E+7,1.4633E+7,7.1682E+6,9.8443E+6,8.9057E+6,1.2836E+7,8.5172E+6,1.6600E+7,9.7247E+6,1.3228E+7,1.7221E+7,1.6126E+7
lcl|c227730_g3_i11|m.12709,1.4143E+5,1.3887E+5,2.1414E+5,1.4737E+5,3.9054E+5,2.7913E+5,1.2097E+5,2.9059E+5,2.0149E+5,3.1176E+5,1.7606E+5,5.9689E+4
lcl|c227758_g2_i3|m.12735,2.8176E+6,2.2284E+6,1.3784E+6,1.9186E+6,1.8916E+6,2.6251E+6,1.7601E+6,2.8270E+6,2.0612E+6,2.7142E+6,1.1472E+6,1.2440E+6
lcl|c227758_g2_i4|m.12736,2.7037E+6,2.7199E+6,1.5079E+6,1.9698E+6,2.1839E+6,2.9728E+6,1.7893E+6,3.5702E+6,2.6864E+6,3.9669E+6,1.5415E+6,1.6795E+6
lcl|c227762_g5_i1|m.12740,3.1573E+5,1.6498E+5,5.2024E+5,4.3520E+5,3.9106E+5,3.1034E+5,4.4205E+5,3.4278E+5,3.0995E+5,5.7882E+5,4.1442E+5,4.9845E+5
lcl|c227794_g1_i1|m.12770,2.1877E+6,2.1012E+6,1.9063E+6,1.9684E+6,1.8516E+6,2.6025E+6,1.6505E+6,2.5795E+6,1.5998E+6,2.7148E+6,2.1655E+6,2.5252E+6
lcl|c227804_g2_i3|m.12774,6.8587E+5,4.2445E+5,1.0091E+6,1.7425E+6,1.4774E+6,1.5177E+6,7.2061E+5,1.1601E+6,3.6389E+5,5.9131E+5,2.3599E+6,3.0346E+6
lcl|c227910_g4_i10|m.12878,1.0465E+6,1.9105E+6,3.6288E+6,3.9410E+6,5.2183E+6,5.9842E+6,1.8805E+6,2.9745E+6,2.8914E+6,8.0642E+6,3.7631E+6,5.2676E+6
lcl|c227928_g1_i1|m.12895,5.4285E+6,6.8798E+6,6.9517E+6,5.6150E+6,6.1930E+6,9.8738E+6,4.4255E+6,1.0143E+7,5.3679E+6,1.1033E+7,9.4461E+6,8.5698E+6
lcl|c227928_g3_i2|m.12899,4.9672E+6,5.0328E+6,5.5949E+6,5.3234E+6,5.6083E+6,7.4904E+6,3.4408E+6,8.3716E+6,3.9670E+6,7.6969E+6,8.3468E+6,7.3137E+6
lcl|c227969_g2_i1|m.12933,5.2561E+6,5.0032E+6,3.9518E+6,4.7122E+6,4.7911E+6,5.3135E+6,4.0890E+6,6.3547E+6,3.2784E+6,5.9787E+6,4.9879E+6,5.9666E+6
lcl|c227969_g5_i2|m.12934,3.5037E+6,3.1356E+6,3.5266E+6,3.9948E+6,3.3295E+6,3.7844E+6,2.9863E+6,4.3004E+6,3.2627E+6,5.9301E+6,3.9515E+6,4.2561E+6
lcl|c227993_g1_i6|m.12952,1.8441E+6,1.3484E+6,1.5486E+6,2.4718E+6,1.5335E+6,1.8092E+6,1.5250E+6,3.1395E+6,2.3021E+6,3.7465E+6,2.7613E+6,3.3496E+6
lcl|c228016_g1_i1|m.12966,1.5789E+6,1.1765E+6,1.0005E+6,1.1857E+6,3.1013E+6,2.9648E+6,1.2827E+6,1.2479E+6,1.4392E+6,2.1715E+6,1.2134E+6,1.3260E+6
lcl|c228019_g7_i5|m.12973,5.3662E+6,5.1913E+6,2.4505E+6,5.7456E+6,4.4948E+6,5.2924E+6,3.8032E+6,5.9609E+6,5.1938E+6,9.2345E+6,6.9286E+6,7.8899E+6
lcl|c228038_g3_i1|m.12994,4.5620E+5,7.8910E+5,5.9854E+5,5.0432E+5,3.9856E+5,6.4582E+5,2.5560E+5,9.2466E+5,5.0439E+5,1.1722E+6,7.2296E+5,6.9359E+5
lcl|c228113_g1_i1|m.13052,1.6710E+6,2.8729E+6,1.4846E+6,2.4826E+6,2.9108E+6,2.5199E+6,8.9210E+5,1.9478E+6,1.8035E+6,3.6660E+6,2.4109E+6,3.2247E+6
lcl|c228121_g2_i2|m.13058,1.4500E+6,2.4631E+6,2.0301E+6,1.9491E+6,2.3800E+6,2.8345E+6,1.0860E+6,2.1371E+6,1.3979E+6,3.3476E+6,2.3448E+6,2.9502E+6
lcl|c228164_g3_i4|m.13090,9.7585E+5,2.5073E+6,2.8533E+6,2.9898E+6,2.6149E+6,3.4231E+6,5.9959E+5,1.2702E+6,1.4422E+6,5.0310E+6,2.8719E+6,3.4650E+6
lcl|c228190_g3_i6|m.13111,1.2560E+6,3.2350E+6,3.1831E+6,3.6889E+6,4.4171E+6,5.3930E+6,8.4128E+5,1.1982E+6,8.1929E+5,5.1327E+6,3.2747E+6,5.1444E+6
lcl|c228190_g3_i8|m.13112,6.5437E+5,3.6902E+6,2.9647E+6,4.3961E+6,6.4803E+6,6.6900E+6,6.5139E+5,9.5596E+5,9.5695E+5,5.9890E+6,3.5716E+6,6.4964E+6
lcl|c228221_g2_i9|m.13137,7.0378E+5,8.0484E+5,6.1646E+5,6.2229E+5,7.0769E+5,9.6179E+5,9.4287E+5,1.6293E+6,8.5684E+5,1.2977E+6,1.0118E+6,9.4843E+5
lcl|c228247_g2_i1|m.13162,2.2747E+6,2.3565E+6,1.3672E+6,1.4976E+6,1.9284E+6,2.5983E+6,1.8233E+6,2.7653E+6,1.9121E+6,3.1195E+6,3.2884E+6,3.1534E+6
lcl|c228309_g1_i2|m.13220,4.9527E+5,6.2414E+5,4.9659E+5,6.0163E+5,9.7054E+5,1.0703E+6,6.4004E+5,1.0261E+6,9.2840E+5,1.7433E+6,1.0769E+6,1.2758E+6
lcl|c228309_g1_i2|m.13219,7.0427E+5,9.3527E+5,5.8095E+5,5.9803E+5,9.0176E+5,1.2084E+6,4.3854E+5,9.4379E+5,7.2052E+5,1.6070E+6,1.3157E+6,1.2336E+6
lcl|c228317_g4_i1|m.13231,4.0391E+6,3.2383E+6,3.5799E+6,2.7271E+6,2.8135E+6,3.6650E+6,2.7308E+6,3.8782E+6,3.1109E+6,5.4989E+6,5.1328E+6,5.6008E+6
lcl|c228325_g7_i1|m.13245,1.4631E+6,1.1961E+6,6.6427E+5,1.0339E+6,5.4979E+5,7.8297E+5,7.1798E+5,1.9514E+6,8.2929E+5,1.7405E+6,1.3699E+6,1.4281E+6
lcl|c228390_g1_i2|m.13299,1.2544E+6,1.3467E+6,1.9220E+6,1.7089E+6,1.0407E+6,1.4971E+6,1.1217E+6,2.2101E+6,1.2783E+6,2.2917E+6,1.5098E+6,1.3248E+6
lcl|c228497_g4_i1|m.13369,1.0230E+7,9.9875E+6,1.1038E+7,9.7922E+6,1.0102E+7,1.2720E+7,8.1088E+6,1.5144E+7,9.1751E+6,1.9868E+7,1.5683E+7,1.0998E+7
lcl|c228506_g1_i2|m.13379,9.9167E+6,2.1648E+7,1.1363E+7,1.2868E+7,2.5747E+7,2.9841E+7,5.3943E+6,8.6648E+6,4.3101E+6,2.2123E+7,1.3210E+7,2.0284E+7
lcl|c228525_g4_i1|m.13398,7.1642E+5,6.9932E+5,1.2709E+6,1.7655E+6,1.1147E+6,1.0739E+6,9.7668E+5,1.2123E+6,1.8216E+6,2.1389E+6,1.0357E+6,1.3408E+6
lcl|c228543_g5_i2|m.13413,2.4492E+6,4.0020E+6,4.1180E+6,2.9631E+6,3.2263E+6,3.6888E+6,2.0094E+6,3.5126E+6,2.6481E+6,5.9312E+6,3.5114E+6,3.0029E+6
lcl|c228583_g3_i2|m.13440,2.2153E+5,2.3403E+5,1.3376E+6,1.6559E+6,1.5717E+6,2.2484E+6,5.9063E+5,1.2283E+6,1.5977E+6,2.6856E+6,1.9223E+6,2.4542E+6
lcl|c228583_g6_i1|m.13441,1.7262E+6,1.4886E+6,1.6330E+6,1.4295E+6,1.4105E+6,1.9292E+6,9.0575E+5,2.1284E+6,1.4666E+6,3.0040E+6,2.2168E+6,2.0352E+6
lcl|c228623_g6_i3|m.13470,1.6786E+6,1.9805E+6,1.8185E+6,2.6900E+6,3.5297E+6,3.2519E+6,1.1539E+6,1.1164E+6,1.0341E+6,2.9882E+6,2.6948E+6,4.9675E+6
lcl|c228665_g3_i2|m.13504,8.5557E+6,8.0168E+6,7.9892E+6,7.5780E+6,6.3160E+6,8.0325E+6,8.1943E+6,1.0310E+7,5.9348E+6,1.2049E+7,9.6384E+6,9.4913E+6
lcl|c228678_g2_i10|m.13508,7.6346E+6,1.3265E+7,2.2890E+7,1.9419E+7,1.7939E+7,2.3212E+7,9.5255E+6,1.5983E+7,1.3505E+7,2.5967E+7,2.1490E+7,2.0757E+7
lcl|c228692_g3_i3|m.13558,3.8742E+5,1.0653E+6,6.3187E+5,1.3068E+6,1.7408E+6,1.6978E+6,2.3441E+5,3.0490E+5,3.2106E+5,1.9418E+6,1.1506E+6,2.3534E+6
lcl|c228728_g1_i3|m.13596,2.7776E+5,5.1054E+5,3.1411E+5,4.4252E+5,4.7240E+5,5.7359E+5,2.3002E+5,7.2638E+5,2.2348E+5,6.4672E+5,5.3608E+5,5.5646E+5
