Protein,LogFoldChange,Zstatistic,Name,Function
lcl|c231271_g2_i4|m.16089,-1.76,-4.6398,NA,NA
lcl|c231430_g2_i6|m.16242,1.265,4.4357,NA,NA
lcl|c231440_g4_i2|m.16256,-1.286,-5.728,NA,NA
lcl|c231469_g3_i4|m.16290,-0.998,-6.9044,NA,NA
lcl|c231477_g1_i1|m.16301,0.681,2.5077,NA,NA
lcl|c231559_g1_i5|m.16408,-1.796,-8.7928,NA,NA
lcl|c231634_g1_i2|m.16472,-0.824,-7.8907,NA,NA
lcl|c231698_g2_i1|m.16532,-1.258,-3.4453,NA,NA
lcl|c231737_g1_i3|m.16576,1.315,4.8913,NA,NA
lcl|c231821_g3_i1|m.16651,-1.185,-6.261,NA,NA
lcl|c231891_g1_i1|m.16759,-1.59,-9.846,NA,NA
lcl|c231929_g5_i1|m.16788,-1.461,-4.0317,NA,NA
lcl|c231931_g2_i1|m.16792,-0.73,-5.6499,NA,NA
lcl|c231997_g2_i3|m.16900,-1.164,-8.546,NA,NA
lcl|c232008_g1_i2|m.16909,-1.428,-4.0106,NA,NA
lcl|c232105_g3_i1|m.16994,-0.547,-2.7952,NA,NA
lcl|c232109_g7_i6|m.17002,-1.327,-5.5027,NA,NA
lcl|c232182_g2_i1|m.17105,-1.568,-3.8824,NA,NA
lcl|c232249_g2_i1|m.17180,0.668,4.5328,NA,NA
lcl|c232294_g5_i11|m.17227,-1.514,-3.8561,NA,NA
lcl|c232338_g2_i2|m.17255,-0.951,-3.2896,NA,NA
lcl|c232401_g7_i2|m.17338,-1.017,-5.0547,NA,NA
lcl|c232424_g1_i6|m.17358,-1.64,-8.5861,NA,NA
lcl|c232440_g3_i1|m.17372,-0.862,-2.2676,NA,NA
lcl|c232520_g2_i5|m.17456,-1.469,-5.0198,NA,NA
lcl|c232540_g2_i1|m.17495,-1.968,-5.808,NA,NA
lcl|c232541_g3_i1|m.17498,-1.583,-5.9061,NA,NA
lcl|c232587_g1_i15|m.17560,-2.427,-7.532,NA,NA
lcl|c232634_g2_i3|m.17627,-1.323,-3.2541,NA,NA
lcl|c232660_g2_i7|m.17650,-1.622,-4.3899,NA,NA
lcl|c232676_g1_i2|m.17666,-1.83,-5.3237,NA,NA
lcl|c232684_g7_i2|m.17670,-1.541,-4.6222,NA,NA
lcl|c232692_g3_i1|m.17680,-1.285,-3.3866,NA,NA
lcl|c232716_g1_i2|m.17708,-0.584,-5.0253,NA,NA
lcl|c232736_g7_i11|m.17724,-1.154,-3.4065,NA,NA
lcl|c232769_g4_i2|m.17751,-1.307,-4.3511,NA,NA
lcl|c232791_g2_i3|m.17780,1.403,7.1286,NA,NA
lcl|c232813_g3_i2|m.17801,-1.028,-3.3591,NA,NA
lcl|c232834_g2_i9|m.17824,0.608,3.019,NA,NA
lcl|c232847_g2_i2|m.17831,-1.206,-5.9138,NA,NA
lcl|c232854_g3_i11|m.17840,-1.555,-6.2195,NA,NA
lcl|c232899_g1_i2|m.17887,-1.132,-5.6126,NA,NA
lcl|c232931_g1_i10|m.17922,-1.234,-4.3324,NA,NA
lcl|c233001_g2_i4|m.18006,-0.89,-9.5104,NA,NA
lcl|c233012_g3_i3|m.18031,-1.571,-11.9855,NA,NA
lcl|c233014_g2_i1|m.18039,-1.159,-2.9189,NA,NA
lcl|c233024_g1_i6|m.18051,-0.995,-7.525,NA,NA
lcl|c233030_g2_i3|m.18059,-1.474,-7.2734,NA,NA
lcl|c233033_g3_i4|m.18064,-1.107,-3.3799,NA,NA
lcl|c233068_g2_i1|m.18098,-2.058,-22.5941,NA,NA
lcl|c233068_g2_i3|m.18101,-2.156,-21.4787,NA,NA
lcl|c233095_g1_i10|m.18140,-1.602,-4.238,NA,NA
lcl|c233142_g2_i1|m.18198,-2.124,-7.1727,NA,NA
lcl|c233143_g2_i13|m.18204,-2.122,-5.9506,NA,NA
lcl|c233156_g1_i1|m.18213,1.554,8.3104,NA,NA
lcl|c233212_g2_i5|m.18273,-2.217,-6.7381,NA,NA
lcl|c233217_g1_i2|m.18284,-1.218,-3.0427,NA,NA
lcl|c233235_g3_i2|m.18302,-1.972,-5.4954,NA,NA
lcl|c233247_g1_i1|m.18311,1.697,9.0516,NA,NA
lcl|c233287_g2_i1|m.18368,-1.002,-7.9592,NA,NA
lcl|c233306_g1_i2|m.18390,0.651,7.7661,NA,NA
lcl|c233449_g1_i1|m.18576,-0.833,-2.9532,NA,NA
lcl|c233474_g3_i1|m.18592,-2.902,-9.1613,NA,NA
lcl|c233481_g5_i1|m.18601,-2.559,-7.8227,NA,NA
lcl|c233603_g4_i1|m.18756,-1.768,-5.0941,NA,NA
lcl|c233767_g1_i3|m.18989,0.793,7.9749,NA,NA
lcl|c233774_g10_i4|m.19004,-1.64,-5.4887,NA,NA
lcl|c233784_g1_i2|m.19012,-1.706,-5.2824,NA,NA
lcl|c233811_g4_i2|m.19026,-1.902,-5.3459,NA,NA
lcl|c233818_g2_i6|m.19032,-1.618,-8.7488,NA,NA
lcl|c233848_g8_i1|m.19070,-1.212,-2.9952,NA,NA
lcl|c233857_g2_i5|m.19099,-4.693,-15.5129,NA,unknown
lcl|c233948_g1_i2|m.19238,-0.912,-11.3504,NA,NA
lcl|c234004_g4_i3|m.19315,-1.695,-7.0215,NA,NA
lcl|c234030_g1_i1|m.19351,-1.162,-3.0391,NA,NA
lcl|c234041_g5_i1|m.19364,0.657,2.8908,NA,NA
lcl|c234054_g3_i2|m.19385,0.882,11.3175,NA,NA
lcl|c234082_g2_i6|m.19416,-1.744,-5.1275,NA,NA
lcl|c234135_g3_i2|m.19525,-1.211,-3.3362,NA,NA
lcl|c234140_g5_i2|m.19531,-1.518,-5.3767,NA,NA
lcl|c234177_g2_i1|m.19581,-2.005,-5.7069,NA,NA
lcl|c234226_g1_i1|m.19634,-1.459,-4.5027,NA,NA
lcl|c234277_g5_i1|m.19677,-1.02,-3.9468,NA,NA
lcl|c234352_g2_i1|m.19757,-2.268,-6.934,NA,NA
lcl|c234380_g5_i3|m.19780,-3.1,-9.8945,NA,NA
lcl|c234421_g4_i7|m.19822,0.506,2.4654,NA,NA
lcl|c234511_g2_i1|m.19914,-1.212,-3.4776,NA,NA
lcl|c234533_g4_i3|m.19947,0.687,8.0519,NA,NA
lcl|c234626_g4_i3|m.20042,-0.592,-6.4926,NA,NA
lcl|c234643_g1_i12|m.20068,1.233,6.6615,NA,NA
lcl|c234643_g1_i2|m.20073,1.496,9.8849,NA,NA
lcl|c234643_g1_i6|m.20078,1.079,4.2461,NA,NA
lcl|c234643_g1_i7|m.20081,1.004,6.7959,NA,NA
lcl|c234657_g3_i4|m.20097,-1.264,-3.6729,NA,NA
lcl|c234789_g3_i1|m.20259,-1.706,-14.1815,NA,NA
lcl|c234851_g1_i2|m.20336,-0.837,-2.4311,NA,NA
lcl|c234877_g1_i1|m.20373,-2.675,-8.9867,NA,NA
lcl|c234934_g3_i3|m.20432,0.675,7.013,NA,NA
lcl|c234981_g4_i1|m.20476,-1.22,-2.9424,NA,NA
lcl|c235036_g1_i1|m.20514,0.815,6.3042,NA,NA
lcl|c235213_g4_i11|m.20710,-0.679,-4.0897,NA,NA
lcl|c235283_g6_i2|m.20781,-2.82,-8.681,NA,NA
lcl|c235389_g5_i2|m.20890,-0.848,-3.8522,NA,NA
lcl|c235399_g7_i4|m.20891,-0.733,-4.7603,NA,NA
lcl|c235481_g2_i1|m.20956,1.35,6.4871,NA,NA
lcl|c235506_g6_i4|m.20981,1.581,5.0453,NA,NA
lcl|c235526_g4_i1|m.21004,-1.92,-5.7098,NA,NA
lcl|c235548_g1_i1|m.21054,-1.572,-6.3612,NA,NA
lcl|c235712_g3_i3|m.21245,-2.154,-7.0148,NA,NA
lcl|c235735_g2_i4|m.21279,0.598,5.7542,NA,NA
lcl|c235743_g4_i1|m.21296,1.17,3.5251,NA,NA
lcl|c235757_g3_i5|m.21305,1.075,6.7815,NA,NA
lcl|c235847_g2_i10|m.21377,-1.223,-3.0741,NA,NA
lcl|c235850_g2_i3|m.21382,-1.231,-3.3904,NA,NA
lcl|c236073_g1_i1|m.21645,-1.338,-3.1534,NA,NA
lcl|c236101_g5_i2|m.21702,-1.23,-3.284,NA,NA
lcl|c236134_g1_i2|m.21741,-2.936,-14.092,NA,NA
lcl|c236138_g1_i3|m.21749,-2.784,-11.148,NA,NA
lcl|c236234_g4_i10|m.21877,-1.007,-3.9981,NA,NA
lcl|c236256_g2_i1|m.21902,-1.522,-10.2276,NA,NA
lcl|c236286_g4_i1|m.21959,-1.043,-2.5676,NA,NA
lcl|c236356_g1_i1|m.22029,-0.927,-2.6225,NA,NA
lcl|c236523_g2_i4|m.22204,-1.587,-15.9213,NA,NA
lcl|c236527_g2_i1|m.22205,1.359,5.8016,NA,NA
lcl|c236542_g2_i1|m.22226,-1.819,-5.0787,NA,NA
lcl|c236545_g2_i2|m.22230,-1.207,-2.8615,NA,NA
lcl|c236793_g3_i7|m.22527,-1.749,-5.079,NA,NA
lcl|c236793_g3_i9|m.22532,-0.802,-2.4575,NA,NA
lcl|c236822_g3_i10|m.22574,-1.776,-14.0731,NA,NA
lcl|c236892_g3_i5|m.22669,-2.043,-6.3608,NA,NA
lcl|c236955_g1_i6|m.22719,-1.56,-4.3412,NA,NA
lcl|c237098_g1_i2|m.22911,-0.671,-4.5428,NA,NA
lcl|c237191_g2_i5|m.23010,-1.615,-11.0383,NA,NA
lcl|c237211_g6_i4|m.23025,-1.621,-5.4867,NA,NA
lcl|c237237_g1_i5|m.23062,-0.805,-4.0296,NA,NA
lcl|c237405_g1_i2|m.23236,-1.359,-4.9697,NA,NA
lcl|c237420_g3_i1|m.23247,-1.305,-3.2766,NA,NA
lcl|c237535_g3_i3|m.23359,-0.909,-2.6585,NA,NA
lcl|c237550_g1_i1|m.23390,0.861,3.3266,NA,NA
lcl|c237560_g2_i1|m.23397,-1.263,-8.7078,NA,NA
lcl|c237638_g1_i15|m.23528,-1.218,-3.1744,NA,NA
lcl|c237814_g2_i4|m.23787,-2.255,-10.589,NA,NA
lcl|c237894_g6_i1|m.23869,1.637,6.1602,NA,NA
lcl|c237955_g4_i3|m.23932,-0.875,-2.4635,NA,NA
lcl|c237969_g1_i5|m.23942,-1.29,-3.9532,NA,NA
lcl|c238052_g1_i4|m.24050,0.761,8.4601,NA,NA
lcl|c238054_g2_i6|m.24053,-0.712,-2.3556,NA,NA
lcl|c238111_g1_i1|m.24102,-0.995,-6.2569,NA,NA
lcl|c238296_g3_i2|m.24349,-1.223,-3.5064,NA,NA
lcl|c238364_g3_i7|m.24424,-1.936,-6.1681,NA,NA
lcl|c238378_g1_i1|m.24441,0.969,5.6758,NA,NA
lcl|c238429_g5_i1|m.24515,1.408,13.4371,NA,NA
lcl|c238572_g3_i3|m.24677,-0.901,-7.5997,NA,NA
lcl|c238662_g3_i1|m.24774,-0.761,-2.0801,NA,NA
lcl|c238676_g4_i3|m.24804,-2.458,-11.9232,NA,NA
lcl|c238677_g1_i1|m.24810,-1.91,-7.8016,NA,NA
lcl|c238681_g1_i11|m.24819,-2.636,-8.1791,NA,NA
lcl|c238826_g2_i1|m.24957,-0.789,-3.5896,NA,NA
lcl|c238903_g3_i2|m.25053,-0.557,-3.9205,NA,NA
lcl|c238912_g1_i4|m.25063,-2.583,-8.6104,NA,NA
lcl|c238994_g2_i3|m.25167,-0.74,-2.743,NA,NA
lcl|c239101_g4_i2|m.25293,-2.404,-7.4325,NA,NA
lcl|c239125_g3_i2|m.25324,-1.18,-4.4078,NA,NA
lcl|c239136_g4_i3|m.25338,-1.11,-3.3794,NA,NA
lcl|c239219_g5_i1|m.25453,-2.79,-8.9404,NA,NA
lcl|c239343_g4_i4|m.25612,-0.963,-3.3354,NA,NA
lcl|c239381_g2_i1|m.25706,-1.637,-8.729,NA,NA
lcl|c239436_g1_i2|m.25787,-1.352,-3.4029,NA,NA
lcl|c239587_g1_i1|m.26015,-1.705,-4.728,NA,NA
lcl|c239662_g2_i17|m.26115,-0.778,-3.8232,NA,NA
lcl|c239662_g2_i17|m.26116,-1.39,-3.6976,NA,NA
lcl|c239670_g2_i1|m.26141,-0.94,-2.3336,NA,NA
lcl|c239682_g2_i1|m.26160,-1.481,-3.8434,NA,NA
lcl|c239722_g4_i5|m.26254,-1.732,-6.7918,NA,NA
lcl|c239816_g8_i3|m.26354,-1.095,-5.6961,NA,NA
lcl|c239835_g2_i1|m.26401,-1.569,-4.1076,NA,NA
lcl|c239883_g8_i2|m.26469,-2.074,-6.0021,NA,NA
lcl|c239887_g1_i1|m.26471,-1.496,-5.9171,NA,NA
lcl|c239893_g3_i11|m.26493,-0.737,-2.1408,NA,NA
lcl|c239931_g2_i1|m.26539,-1.553,-4.2831,NA,NA
lcl|c239956_g2_i4|m.26561,1.319,8.7895,NA,NA
lcl|c239962_g2_i3|m.26573,-1.279,-4.013,NA,NA
lcl|c240077_g1_i1|m.26736,0.885,4.1251,NA,NA
lcl|c240253_g1_i1|m.26963,1.148,7.0961,NA,NA
lcl|c240274_g5_i1|m.26994,-0.721,-2.7823,NA,NA
lcl|c240327_g5_i1|m.27085,-1.445,-4.0299,NA,NA
lcl|c240370_g1_i1|m.27121,-2.646,-9.0247,NA,NA
lcl|c240380_g1_i4|m.27156,-1.447,-3.5355,NA,NA
lcl|c240440_g6_i6|m.27259,-1.036,-10.5876,NA,NA
lcl|c240488_g1_i6|m.27324,-0.836,-2.2978,NA,NA
lcl|c240612_g3_i13|m.27477,-1.761,-6.2579,NA,NA
lcl|c240630_g1_i1|m.27515,-0.762,-2.1857,NA,NA
lcl|c240640_g2_i1|m.27531,0.944,4.3923,NA,NA
lcl|c240699_g3_i15|m.27615,-2.854,-11.5769,NA,NA
lcl|c240711_g1_i2|m.27634,-1.79,-5.5782,NA,NA
lcl|c240720_g1_i3|m.27662,-1.222,-16.0046,NA,NA
lcl|c240787_g1_i1|m.27744,-1.074,-3.2513,NA,NA
lcl|c240793_g1_i1|m.27747,-1.571,-4.203,NA,NA
lcl|c240846_g1_i2|m.27805,-1.429,-3.8086,NA,NA
lcl|c240852_g1_i3|m.27810,-1.551,-8.2136,NA,NA
lcl|c240877_g2_i2|m.27858,-1.07,-3.9279,NA,NA
lcl|c240887_g1_i1|m.27877,-2.343,-7.1348,NA,NA
lcl|c240887_g1_i5|m.27881,-1.802,-5.5655,NA,NA
lcl|c240904_g2_i1|m.27923,-2.597,-9.6728,NA,NA
lcl|c240911_g1_i2|m.27934,-2.311,-7.2354,NA,NA
lcl|c241031_g1_i1|m.28098,-0.948,-12.7924,NA,NA
lcl|c241114_g1_i2|m.28195,-1.82,-6.8841,NA,NA
lcl|c241174_g2_i10|m.28286,-0.52,-2.3311,NA,NA
lcl|c241197_g1_i1|m.28305,-1.399,-3.5522,NA,NA
lcl|c241252_g2_i5|m.28366,-0.737,-3.6247,NA,NA
lcl|c241286_g1_i3|m.28381,-1.217,-3.0239,NA,NA
lcl|c241299_g1_i6|m.28386,-0.838,-6.2374,NA,NA
lcl|c241349_g1_i1|m.28471,-1.448,-4.3176,NA,NA
lcl|c241378_g5_i4|m.28499,-1.51,-4.0193,NA,NA
lcl|c241444_g1_i2|m.28576,-2.622,-13.0269,NA,NA
lcl|c241466_g2_i10|m.28615,1.138,5.1203,NA,NA
lcl|c241500_g1_i1|m.28663,-1.856,-6.0166,NA,NA
lcl|c241516_g1_i3|m.28672,-2.804,-9.9134,NA,NA
lcl|c241649_g4_i1|m.28823,-1.415,-5.9178,NA,NA
lcl|c241824_g2_i8|m.28976,-1.277,-3.3342,NA,NA
lcl|c241873_g2_i3|m.29039,-0.653,-2.4886,NA,NA
lcl|c241874_g1_i1|m.29044,1.609,7.3146,NA,NA
lcl|c241874_g1_i11|m.29053,1.68,12.0293,NA,NA
lcl|c241916_g1_i1|m.29146,-0.726,-3.7539,NA,NA
lcl|c242047_g5_i1|m.29305,-1.297,-3.4717,NA,NA
lcl|c242066_g1_i1|m.29327,-1.053,-5.5842,NA,NA
lcl|c242527_g2_i1|m.29909,0.883,3.362,NA,NA
lcl|c242581_g1_i1|m.29984,-1.962,-6.3271,NA,NA
lcl|c242633_g1_i1|m.30058,0.503,6.4117,NA,NA
lcl|c242743_g1_i1|m.30188,1.182,21.8218,NA,NA
lcl|c242868_g4_i4|m.30303,-0.857,-6.892,NA,NA
lcl|c242894_g3_i1|m.30343,-1.207,-4.5975,NA,NA
lcl|c242924_g1_i1|m.30399,0.876,6.9124,NA,NA
lcl|c243010_g3_i1|m.30515,-0.804,-5.5664,NA,NA
lcl|c243059_g4_i3|m.30568,-1.118,-4.1413,NA,NA
lcl|c243308_g5_i1|m.30798,-1.746,-4.5507,NA,NA
lcl|c243349_g1_i4|m.30872,-2.611,-11.324,NA,NA
lcl|c243357_g2_i4|m.30881,-1.763,-5.4221,NA,NA
lcl|c243393_g3_i1|m.30930,0.589,5.0261,NA,NA
lcl|c243493_g3_i2|m.31028,-2.418,-8.8327,NA,NA
lcl|c243516_g2_i1|m.31047,1.243,3.959,NA,NA
lcl|c243554_g1_i5|m.31071,0.808,3.1711,NA,NA
lcl|c243614_g4_i2|m.31123,0.668,2.2518,NA,NA
lcl|c243765_g1_i1|m.31282,-0.642,-2.5168,NA,NA
lcl|c243774_g1_i2|m.31291,-2.315,-11.3245,NA,NA
lcl|c243813_g3_i2|m.31355,-1.497,-5.7136,NA,NA
lcl|c243893_g1_i1|m.31474,-0.694,-6.0632,NA,NA
lcl|c243935_g1_i3|m.31546,-2.115,-6.7646,NA,NA
lcl|c243954_g3_i1|m.31569,-1.651,-6.9726,NA,NA
lcl|c244084_g2_i1|m.31724,-0.697,-2.8876,NA,NA
lcl|c244145_g1_i1|m.31801,1.156,8.3484,NA,NA
lcl|c244169_g2_i1|m.31846,-1.581,-4.6722,NA,NA
lcl|c244255_g3_i1|m.31943,0.702,4.3148,NA,NA
lcl|c244264_g3_i1|m.31952,-1.428,-3.9455,NA,NA
lcl|c244407_g1_i3|m.32143,-2.521,-12.224,NA,NA
lcl|c244441_g1_i1|m.32200,-1.515,-3.9676,NA,NA
lcl|c244474_g3_i1|m.32253,0.718,4.0174,NA,NA
lcl|c244515_g4_i1|m.32348,-0.791,-2.2903,NA,NA
lcl|c98777_g1_i1|m.32741,-1.226,-3.2102,NA,NA
lcl|c201441_g1_i1|m.1204,-0.683,-1.8647,NA,NA
lcl|c210228_g3_i1|m.2141,-0.751,-1.9466,NA,NA
lcl|c210342_g3_i4|m.2163,-0.504,-1.8092,NA,NA
lcl|c213278_g3_i2|m.3010,-0.629,-1.8283,NA,NA
lcl|c221676_g4_i4|m.7786,0.535,1.6518,NA,NA
lcl|c227290_g1_i5|m.12317,-0.536,-1.7564,NA,NA
lcl|c227927_g4_i1|m.12894,-0.611,-1.687,NA,NA
lcl|c230632_g1_i6|m.15498,-0.618,-1.7676,NA,NA
lcl|c232555_g1_i2|m.17516,-0.504,-1.3381,NA,NA
lcl|c232783_g1_i1|m.17764,-0.557,-1.5419,NA,NA
lcl|c233334_g2_i12|m.18425,-0.7,-1.9483,NA,NA
lcl|c234869_g3_i5|m.20367,-0.563,-1.7805,NA,NA
lcl|c236859_g1_i3|m.22625,-0.55,-1.9492,NA,NA
lcl|c240259_g4_i3|m.26973,-0.575,-1.8171,NA,NA
lcl|c240761_g2_i10|m.27710,-0.509,-1.6104,NA,NA
lcl|c243724_g1_i1|m.31250,-0.6,-1.7281,NA,NA
lcl|c209565_g1_i2|m.1999,-0.363,-2.9954,NA,NA
lcl|c214032_g1_i4|m.3331,0.471,4.851,NA,NA
lcl|c215492_g2_i9|m.4058,0.293,3.2876,NA,NA
lcl|c216289_g7_i1|m.4487,-0.407,-2.2116,NA,NA
lcl|c217447_g9_i5|m.5205,0.214,3.1778,NA,NA
lcl|c217573_g1_i1|m.5252,0.483,2.1331,NA,NA
lcl|c217808_g1_i5|m.5370,0.367,4.3899,NA,NA
lcl|c218872_g2_i3|m.6012,0.443,2.6425,NA,NA
lcl|c219601_g1_i1|m.6471,-0.392,-4.5898,NA,NA
lcl|c219662_g1_i2|m.6507,0.396,4.08,NA,NA
lcl|c219883_g1_i2|m.6624,0.494,4.9316,NA,NA
lcl|c220640_g5_i2|m.7065,0.415,3.5626,NA,NA
lcl|c220748_g5_i2|m.7116,-0.396,-4.3038,NA,NA
lcl|c222639_g5_i2|m.8480,0.481,4.1998,NA,NA
lcl|c222950_g5_i5|m.8734,0.435,3.6932,NA,NA
lcl|c223247_g3_i6|m.8971,-0.46,-2.2142,NA,NA
lcl|c223454_g1_i3|m.9139,-0.409,-2.2615,NA,NA
lcl|c223677_g1_i1|m.9303,0.41,2.2268,NA,NA
lcl|c224624_g4_i1|m.10025,0.353,2.0802,NA,NA
lcl|c225352_g1_i1|m.10544,0.371,4.2661,NA,NA
lcl|c225471_g2_i2|m.10654,0.419,3.8126,NA,NA
lcl|c225972_g1_i1|m.11091,0.344,4.7113,NA,NA
lcl|c226769_g3_i1|m.11767,0.461,4.3752,NA,NA
lcl|c226990_g1_i2|m.12024,-0.496,-2.5216,NA,NA
lcl|c227332_g2_i2|m.12341,-0.201,-2.3566,NA,NA
lcl|c228583_g3_i2|m.13440,0.461,2.543,NA,NA
lcl|c228994_g6_i1|m.13852,-0.423,-2.1315,NA,NA
lcl|c229422_g1_i2|m.14250,0.298,3.9237,NA,NA
lcl|c229422_g1_i9|m.14251,0.378,3.4412,NA,NA
lcl|c229532_g3_i4|m.14360,0.494,6.012,NA,NA
lcl|c229550_g1_i3|m.14392,-0.285,-3.5506,NA,NA
lcl|c230355_g4_i3|m.15198,0.267,2.3088,NA,NA
lcl|c230823_g3_i1|m.15672,0.248,2.0677,NA,NA
lcl|c231043_g3_i4|m.15925,0.466,2.9182,NA,NA
lcl|c231281_g6_i3|m.16097,-0.213,-2.707,NA,NA
lcl|c232046_g3_i8|m.16952,0.33,4.0387,NA,NA
lcl|c232242_g3_i1|m.17174,0.324,2.0563,NA,NA
lcl|c232813_g1_i6|m.17800,0.452,2.157,NA,NA
lcl|c232843_g1_i4|m.17830,-0.246,-2.4382,NA,NA
lcl|c233068_g3_i4|m.18107,-0.378,-2.1331,NA,NA
lcl|c234788_g2_i3|m.20258,-0.402,-2.0555,NA,NA
lcl|c235184_g7_i1|m.20675,-0.426,-2.8657,NA,NA
lcl|c238537_g2_i6|m.24628,-0.266,-4.1398,NA,NA
lcl|c238537_g2_i7|m.24631,-0.468,-4.1209,NA,NA
lcl|c238581_g1_i1|m.24692,0.263,2.5385,NA,NA
lcl|c239240_g3_i4|m.25490,-0.48,-4.4385,NA,NA
lcl|c241650_g2_i3|m.28826,-0.245,-2.5721,NA,NA
lcl|c242373_g3_i2|m.29725,-0.306,-2.4425,NA,NA
lcl|c243154_g1_i1|m.30688,-0.351,-2.2814,NA,NA
lcl|c244235_g1_i2|m.31919,0.494,2.0837,NA,NA
lcl|c244439_g1_i1|m.32192,0.225,2.5348,NA,NA
lcl|c318732_g1_i1|m.32501,0.327,2.2521,NA,NA
lcl|c145576_g1_i1|m.265,-0.41,-1.3333,NA,NA
lcl|c169761_g1_i1|m.505,0.287,0.974,NA,NA
lcl|c203193_g1_i1|m.1308,0.039,0.263,NA,NA
lcl|c205697_g1_i1|m.1481,0.014,0.1571,NA,NA
lcl|c209570_g1_i3|m.2003,-0.395,-1.6009,NA,NA
lcl|c210398_g1_i3|m.2174,-0.213,-1.7895,NA,NA
lcl|c210749_g1_i1|m.2273,-0.113,-1.2827,NA,NA
lcl|c211615_g1_i2|m.2471,0.402,1.291,NA,NA
lcl|c211774_g2_i1|m.2538,0.432,1.6577,NA,NA
lcl|c213534_g3_i4|m.3118,0.201,1.1884,NA,NA
lcl|c214108_g4_i4|m.3369,-0.234,-1.468,NA,NA
lcl|c215316_g1_i1|m.3942,0.22,1.2942,NA,NA
lcl|c216129_g1_i2|m.4409,-0.129,-0.5338,NA,NA
lcl|c216377_g1_i3|m.4559,0.167,0.5509,NA,NA
lcl|c216467_g10_i1|m.4595,-0.158,-0.804,NA,NA
lcl|c216467_g8_i1|m.4596,-0.072,-0.2357,NA,NA
lcl|c216650_g2_i1|m.4697,0.307,1.5406,NA,NA
lcl|c216942_g4_i3|m.4860,0.049,0.2895,NA,NA
lcl|c217887_g8_i2|m.5422,-0.289,-0.8571,NA,NA
lcl|c218123_g3_i2|m.5572,-0.053,-0.259,NA,NA
lcl|c218375_g1_i1|m.5756,-0.252,-1.6294,NA,NA
lcl|c218647_g3_i1|m.5884,0.064,0.2426,NA,NA
lcl|c218748_g1_i1|m.5931,-0.408,-1.552,NA,NA
lcl|c218842_g3_i2|m.5987,-0.08,-0.5602,NA,NA
lcl|c219546_g2_i1|m.6439,-0.104,-0.9358,NA,NA
lcl|c220008_g2_i5|m.6705,-0.284,-1.3427,NA,NA
lcl|c220252_g1_i3|m.6839,-0.171,-0.653,NA,NA
lcl|c220300_g3_i1|m.6859,0.068,0.7295,NA,NA
lcl|c220475_g1_i1|m.6962,0.01,0.0446,NA,NA
lcl|c220485_g3_i1|m.6974,0.058,0.2486,NA,NA
lcl|c221039_g1_i2|m.7339,0.125,0.5338,NA,NA
lcl|c221039_g3_i2|m.7343,-0.111,-0.3501,NA,NA
lcl|c221225_g1_i6|m.7493,-0.05,-0.28,NA,NA
lcl|c221593_g3_i1|m.7753,-0.369,-1.9551,NA,NA
lcl|c221608_g1_i1|m.7755,-0.038,-0.2091,NA,NA
lcl|c221662_g2_i4|m.7775,-0.151,-0.6392,NA,NA
lcl|c221753_g3_i7|m.7844,0.402,1.5927,NA,NA
lcl|c222186_g2_i2|m.8151,-0.036,-0.1298,NA,NA
lcl|c222208_g5_i7|m.8170,-0.02,-0.0604,NA,NA
lcl|c222306_g9_i1|m.8237,0.288,1.0877,NA,NA
lcl|c222484_g2_i1|m.8393,-0.319,-1.8976,NA,NA
lcl|c222929_g2_i3|m.8717,0.315,1.6691,NA,NA
lcl|c223775_g7_i2|m.9373,-0.267,-0.828,NA,NA
lcl|c224201_g3_i8|m.9658,-0.013,-0.1508,NA,NA
lcl|c224498_g4_i2|m.9859,0.261,0.8413,NA,NA
lcl|c224624_g2_i1|m.10023,0.01,0.0627,NA,NA
lcl|c225015_g2_i1|m.10306,-0.309,-0.9685,NA,NA
lcl|c225668_g5_i2|m.10809,-0.045,-0.1834,NA,NA
lcl|c225756_g1_i2|m.10914,-0.259,-0.8964,NA,NA
lcl|c226046_g1_i2|m.11150,-0.097,-0.4462,NA,NA
lcl|c226084_g3_i2|m.11194,-0.422,-1.9985,NA,NA
lcl|c226287_g1_i2|m.11357,0.496,1.9931,NA,NA
lcl|c226505_g3_i2|m.11536,-0.479,-1.6226,NA,NA
lcl|c227188_g1_i3|m.12224,0.088,0.3978,NA,NA
lcl|c227361_g2_i9|m.12363,-0.311,-1.7732,NA,NA
lcl|c227657_g3_i1|m.12650,0.192,0.9709,NA,NA
lcl|c227928_g1_i2|m.12896,-0.388,-1.3,NA,NA
lcl|c227969_g5_i2|m.12934,-0.108,-0.6426,NA,NA
lcl|c228038_g3_i1|m.12994,-0.236,-1.0275,NA,NA
lcl|c228056_g1_i4|m.13006,0.401,1.4897,NA,NA
lcl|c228121_g2_i2|m.13058,-0.184,-0.6365,NA,NA
lcl|c228380_g1_i2|m.13296,-0.491,-1.4606,NA,NA
lcl|c228525_g4_i3|m.13399,-0.098,-0.3992,NA,NA
lcl|c228772_g4_i5|m.13636,-0.139,-0.9831,NA,NA
lcl|c228789_g1_i1|m.13647,-0.118,-0.6415,NA,NA
lcl|c229025_g3_i1|m.13888,-0.453,-1.2899,NA,NA
lcl|c229056_g1_i4|m.13924,0.355,1.4894,NA,NA
lcl|c229110_g2_i1|m.13970,0.405,1.2945,NA,NA
